DB_ID,reference,DOI,site_id,date,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD-CH4_value_permil,dD-CH4_uncertainty,dD-CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
752,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,TTH,2017-08-25,2017,River in permafrost region,Yangtze River source region,DIC,-2.4,0.1,permil,,,,,,0.5719,0.0185,fraction modern,-433,9.2,permil,4488,75,,34.25,92.5,China,N,1.0157,0.5631,River,Acidification of water sample to convert DIC to CO2,,,C,A,16949,16949,large,16103.9,36.443,10,4946,51,-57,253,48,6,0,0,0,10,0,2,83,15,28,54,62,50,4459,0,12,4530,-34,286,45,1,25,0,0,10,0,0,48,15,27,59,62,100,480,0,13,42,10,6,5,1825.978351
753,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,TTH,2017-09-10,2017,River in permafrost region,Yangtze River source region,DIC,-0.6,0.1,permil,,,,,,0.4932,0.0204,fraction modern,-511,10.1,permil,5678,82,,34.25,92.5,China,N,1.0157,0.4856,River,Acidification of water sample to convert DIC to CO2,,,C,A,16949,16949,large,16103.9,36.443,10,4946,51,-57,253,48,6,0,0,0,10,0,2,83,15,28,54,62,50,4459,0,12,4530,-34,286,45,1,25,0,0,10,0,0,48,15,27,59,62,100,480,0,13,42,10,6,5,2887.593672
754,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,YSP,2017-05-28,2017,River in permafrost region,Yangtze River source region,DIC,-0.4,0.1,permil,,,,,,0.5695,0.0200,fraction modern,-435,9.9,permil,4523,80,,33.5,92.08333,China,N,1.0157,0.5607,River,Acidification of water sample to convert DIC to CO2,,,C,A,4538,4538,large,488.5,1.147,0,5001,68,-53,328,60,8,0,0,0,36,0,0,72,18,30,51,68,100,5109,0,24,4828,-44,317,54,4,0,0,0,31,0,0,56,19,28,53,77,100,7163,0,25,305,10,6,1,1706.078268
755,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,YSP,2017-07-16,2017,River in permafrost region,Yangtze River source region,DIC,-1.1,0.1,permil,,,,,,0.5792,0.0192,fraction modern,-426,9.5,permil,4387,77,,33.5,92.08333,China,N,1.0157,0.5702,River,Acidification of water sample to convert DIC to CO2,,,C,A,4538,4538,large,488.5,1.147,0,5001,68,-53,328,60,8,0,0,0,36,0,0,72,18,30,51,68,100,5109,0,24,4828,-44,317,54,4,0,0,0,31,0,0,56,19,28,53,77,100,7163,0,25,305,10,6,1,1427.976686
756,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,YSP,2017-08-25,2017,River in permafrost region,Yangtze River source region,DIC,-1.5,0.1,permil,,,,,,0.5669,0.0157,fraction modern,-438,7.8,permil,4560,63,,33.5,92.08333,China,N,1.0157,0.5581,River,Acidification of water sample to convert DIC to CO2,,,C,A,4538,4538,large,488.5,1.147,0,5001,68,-53,328,60,8,0,0,0,36,0,0,72,18,30,51,68,100,5109,0,24,4828,-44,317,54,4,0,0,0,31,0,0,56,19,28,53,77,100,7163,0,25,305,10,6,1,1679.433805
757,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,YSP,2017-09-25,2017,River in permafrost region,Yangtze River source region,DIC,-5.8,0.1,permil,,,,,,0.5542,0.0204,fraction modern,-450,10.1,permil,4741,82,,33.5,92.08333,China,N,1.0157,0.5456,River,Acidification of water sample to convert DIC to CO2,,,C,A,4538,4538,large,488.5,1.147,0,5001,68,-53,328,60,8,0,0,0,36,0,0,72,18,30,51,68,100,5109,0,24,4828,-44,317,54,4,0,0,0,31,0,0,56,19,28,53,77,100,7163,0,25,305,10,6,1,2322.231474
758,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM1,2017-05-26,2017,River in permafrost region,Yangtze River source region,DIC,-2.5,0.1,permil,,,,,,0.6676,0.0200,fraction modern,-338,9.9,permil,3246,80,,34.76611,92.89944,China,N,1.0157,0.6573,River,Acidification of water sample to convert DIC to CO2,,,C,A,117,117,large,117.2,0.202,0,4923,92,-60,293,58,7,0,0,0,15,0,0,90,17,28,56,84,0,5262,0,32,4788,-52,284,53,6,0,0,0,18,0,0,83,17,29,54,86,0,5548,0,102,146,10,6,5,710.2414654
759,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM1,2017-07-17,2017,River in permafrost region,Yangtze River source region,DIC,-3.0,0.1,permil,,,,,,0.5740,0.0194,fraction modern,-431,9.6,permil,4459,78,,34.76611,92.89944,China,N,1.0157,0.5652,River,Acidification of water sample to convert DIC to CO2,,,C,A,117,117,large,117.2,0.202,0,4923,92,-60,293,58,7,0,0,0,15,0,0,90,17,28,56,84,0,5262,0,32,4788,-52,284,53,6,0,0,0,18,0,0,83,17,29,54,86,0,5548,0,102,146,10,6,5,2463.780183
760,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM1,2017-08-28,2017,River in permafrost region,Yangtze River source region,DIC,-6.7,0.1,permil,,,,,,0.8856,0.0163,fraction modern,-122,8.1,permil,976,66,,34.76611,92.89944,China,N,1.0157,0.8720,River,Acidification of water sample to convert DIC to CO2,,,C,A,117,117,large,117.2,0.202,0,4923,92,-60,293,58,7,0,0,0,15,0,0,90,17,28,56,84,0,5262,0,32,4788,-52,284,53,6,0,0,0,18,0,0,83,17,29,54,86,0,5548,0,102,146,10,6,5,2069.109076
761,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM1,2017-09-10,2017,River in permafrost region,Yangtze River source region,DIC,-3.9,0.1,permil,,,,,,0.6123,0.0190,fraction modern,-393,9.4,permil,3939,76,,34.76611,92.89944,China,N,1.0157,0.6029,River,Acidification of water sample to convert DIC to CO2,,,C,A,117,117,large,117.2,0.202,0,4923,92,-60,293,58,7,0,0,0,15,0,0,90,17,28,56,84,0,5262,0,32,4788,-52,284,53,6,0,0,0,18,0,0,83,17,29,54,86,0,5548,0,102,146,10,6,5,2619.483764
762,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM3,2017-05-26,2017,River in permafrost region,Yangtze River source region,DIC,-2.9,0.1,permil,,,,,,0.8537,0.0188,fraction modern,-153,9.3,permil,1271,75,,34.71667,92.9,China,N,1.0157,0.8405,River,Acidification of water sample to convert DIC to CO2,,,C,A,56.4,56.4,large,55.2,0.095,0,4958,100,-62,296,59,7,0,0,0,13,0,0,92,16,27,56,85,0,6180,0,16,4958,-62,296,60,7,0,0,0,13,0,0,92,16,27,56,85,0,6181,0,16,330,10,6,5,1055.786844
763,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM3,2017-07-17,2017,River in permafrost region,Yangtze River source region,DIC,-2.0,0.1,permil,,,,,,0.6815,0.0179,fraction modern,-324,8.9,permil,3080,72,,34.71667,92.9,China,N,1.0157,0.6710,River,Acidification of water sample to convert DIC to CO2,,,C,A,56.4,56.4,large,55.2,0.095,0,4958,100,-62,296,59,7,0,0,0,13,0,0,92,16,27,56,85,0,6180,0,16,4958,-62,296,60,7,0,0,0,13,0,0,92,16,27,56,85,0,6181,0,16,330,10,6,5,1805.162365
764,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM3,2017-08-28,2017,River in permafrost region,Yangtze River source region,DIC,-6.6,0.1,permil,,,,,,0.7773,0.0171,fraction modern,-229,8.5,permil,2024,69,,34.71667,92.9,China,N,1.0157,0.7653,River,Acidification of water sample to convert DIC to CO2,,,C,A,56.4,56.4,large,55.2,0.095,0,4958,100,-62,296,59,7,0,0,0,13,0,0,92,16,27,56,85,0,6180,0,16,4958,-62,296,60,7,0,0,0,13,0,0,92,16,27,56,85,0,6181,0,16,330,10,6,5,3117.402165
765,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM5,2017-05-26,2017,River in permafrost region,Yangtze River source region,DIC,-4.3,0.1,permil,,,,,,0.8258,0.0169,fraction modern,-181,8.4,permil,1538,68,,34.71667,92.89583,China,N,1.0157,0.8130,River,Acidification of water sample to convert DIC to CO2,,,C,A,6.8,6.8,small,14.1,0.025,0,4870,102,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,4870,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,245,10,6,5,3871.773522
766,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM5,2017-07-17,2017,River in permafrost region,Yangtze River source region,DIC,-4.0,0.1,permil,,,,,,0.6190,0.0190,fraction modern,-386,9.4,permil,3853,76,,34.71667,92.89583,China,N,1.0157,0.6094,River,Acidification of water sample to convert DIC to CO2,,,C,A,6.8,6.8,small,14.1,0.025,0,4870,102,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,4870,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,245,10,6,5,1040.799334
767,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM5,2017-08-28,2017,River in permafrost region,Yangtze River source region,DIC,-6.8,0.1,permil,,,,,,0.8055,0.0181,fraction modern,-201,9.0,permil,1737,73,,34.71667,92.89583,China,N,1.0157,0.7931,River,Acidification of water sample to convert DIC to CO2,,,C,A,6.8,6.8,small,14.1,0.025,0,4870,102,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,4870,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,245,10,6,5,2089.925062
768,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,FM5,2017-09-10,2017,River in permafrost region,Yangtze River source region,DIC,-0.6,0.1,permil,,,,,,0.6229,0.0198,fraction modern,-382,9.8,permil,3802,80,,34.71667,92.89583,China,N,1.0157,0.6133,River,Acidification of water sample to convert DIC to CO2,,,C,A,6.8,6.8,small,14.1,0.025,0,4870,102,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,4870,-57,286,55,6,0,0,0,18,0,0,86,17,29,54,83,0,6430,0,43,245,10,6,5,402.1648626
769,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A011,2003-04-14,2003,River,,DIC,-0.8,0.1,1 sd,,,,,,1.0580,0.0160,fraction modern,51,31.8,permil,modern,,7.33,64.9212,-15.0558,Iceland,N,1.0760,0.9833,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,2,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,801.8318068
770,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A017,2003-05-21,2003,River,,DIC,1.7,0.1,1 sd,,,,,,1.0780,0.0160,fraction modern,71,31.8,permil,modern,,7.41,64.9212,-15.0558,Iceland,N,1.0760,1.0019,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,8,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1070.774355
771,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A033,2003-08-26,2003,River,,DIC,1.1,0.1,1 sd,,,,,,1.0530,0.0160,fraction modern,46,31.8,permil,modern,,7.57,64.9212,-15.0558,Iceland,N,1.0760,0.9786,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,14,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1251.457119
772,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A042,2003-09-27,2003,River,,DIC,0.8,0.1,1 sd,,,,,,1.0600,0.0160,fraction modern,53,31.8,permil,modern,,7.25,64.9212,-15.0558,Iceland,N,1.0760,0.9851,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,1,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1338.884263
773,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A047,2003-11-28,2003,River,,DIC,-0.8,0.1,1 sd,,,,,,1.0390,0.0160,fraction modern,32,31.8,permil,modern,,7.57,64.9212,-15.0558,Iceland,N,1.0760,0.9656,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,0,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1392.173189
774,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,07A003,2007-11-28,2007,River,,DIC,-0.9,0.1,1 sd,,,,,,1.0030,0.0160,fraction modern,-4,31.8,permil,modern,,7.32,64.9212,-15.0558,Iceland,N,1.0578,0.9482,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,0,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1635.303913
775,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,09A004,2009-02-04,2009,River,,DIC,,,,,,,,,1.0010,0.0160,fraction modern,-6,31.8,permil,modern,,7.49,64.9212,-15.0558,Iceland,N,1.0508,0.9527,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,0,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1648.626145
776,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,09A010,2009-04-03,2009,River,,DIC,2.2,0.1,1 sd,,,,,,1.0450,0.0160,fraction modern,38,31.8,permil,modern,,7.47,64.9212,-15.0558,Iceland,N,1.0508,0.9945,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,0,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1471.273938
777,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,09A027,2009-08-12,2009,River,,DIC,-5.8,0.1,1 sd,,,,,,1.2620,0.0160,fraction modern,253,31.8,permil,modern,,7.59,64.9212,-15.0558,Iceland,N,1.0508,1.2010,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,12,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1140.71607
778,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,09A029,2009-09-22,2009,River,,DIC,,,,,,,,,1.0410,0.0160,fraction modern,34,31.8,permil,modern,,7.58,64.9212,-15.0558,Iceland,N,1.0508,0.9907,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,6,A,A,,80,large,85.1,3.308,2,699,50,0,1464,499,66,0,0,0,0,0,0,0,14,45,39,159,0,3456,0,2,547,8,1387,456,55,0,0,0,0,0,0,0,19,44,38,178,0,5604,0,3,0,6,11,2,1232.306411
779,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A012,2003-04-14,2003,River,,DIC,0.0,0.1,1 sd,,,,,,1.0560,0.0160,fraction modern,49,31.8,permil,modern,,7.48,65.1746,-14.5258,Iceland,N,1.0760,0.9814,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,3,A,A,,650,large,521.8,22.06,8,530,106,9,1399,467,57,0,0,0,0,0,0,1,17,40,42,178,0,9533,0,33,27,34,1187,357,34,0,0,0,0,0,0,0,10,36,54,220,0,212,0,81,0,6,11,2,1146.544546
780,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A018,2003-05-21,2003,River,,DIC,-2.5,0.1,1 sd,,,,,,1.0500,0.0160,fraction modern,43,31.8,permil,modern,,7.52,65.1746,-14.5258,Iceland,N,1.0760,0.9758,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,8,A,A,,650,large,521.8,22.06,8,530,106,9,1399,467,57,0,0,0,0,0,0,1,17,40,42,178,0,9533,0,33,27,34,1187,357,34,0,0,0,0,0,0,0,10,36,54,220,0,212,0,81,0,6,11,2,1248.126561
781,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A032,2003-08-26,2003,River,,DIC,-3.5,0.1,1 sd,,,,,,1.0360,0.0160,fraction modern,29,31.8,permil,modern,,8.22,65.1746,-14.5258,Iceland,N,1.0760,0.9628,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,13,A,A,,650,large,521.8,22.06,8,530,106,9,1399,467,57,0,0,0,0,0,0,1,17,40,42,178,0,9533,0,33,27,34,1187,357,34,0,0,0,0,0,0,0,10,36,54,220,0,212,0,81,0,6,11,2,1348.875937
782,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03-A040,2003-09-27,2003,River,,DIC,-3.5,0.1,1 sd,,,,,,1.0440,0.0160,fraction modern,37,31.8,permil,modern,,7.36,65.1746,-14.5258,Iceland,N,1.0760,0.9703,River,"1l glass bottle posioned, sample acidified and CO2 extracte",,3,A,A,,650,large,521.8,22.06,8,530,106,9,1399,467,57,0,0,0,0,0,0,1,17,40,42,178,0,9533,0,33,27,34,1187,357,34,0,0,0,0,0,0,0,10,36,54,220,0,212,0,81,0,6,11,2,1710.241465
